Name,Bounding Box,Area,Confidence,cropped_image_path,Image_Index,Title,Museum,Description (Brief),Credit Line,ID Number,catalog number,accession number,Object Name,Object Type,Physical Description,Measurements,place made,See more items in,Record ID,Metadata Usage (text),GUID (Link to Original Record),Image_URL,Related Publication,Subject,depicted,Description,See more items in.ORG,Description.PER,Description.MISC,Credit Line.PER,place made.LOC,Related Publication.LOC,Description.ORG,Description.LOC,Credit Line.MISC,Related Publication.PER,combined_medium_text,medium_cat,medium
shoe,"[474, 839, 522, 930]",4368,0.982973337173462,archive/cropped_images/image_356_shoe_0.jpg,356,Untitled (Hunter and his dog),National Museum of American History,['Colored print of hunter and his dog. The hunter is loading his rifle and looking over his shoulder at a woodcock that is flying away.'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2678'],['60.2678'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 14 in x 9 1/2 in; 35.56 cm x 24.13 cm'],"['United States: District of Columbia, Washington']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324981'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-0e40-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24576.jpg,,"['Pets', 'Birds', 'Comic prints', 'Chronology: 1880-1889', 'Hunting']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'District of Columbia', 'Washington']",,,,['America on Stone'],,"['Chromolithograph'] ['chromolithograph'] ['paper (overall material)', 'ink (overall material)']",5,paper
sleeve,"[439, 407, 511, 655]",17856,0.9960895776748656,archive/cropped_images/image_356_sleeve_1.jpg,356,Untitled (Hunter and his dog),National Museum of American History,['Colored print of hunter and his dog. The hunter is loading his rifle and looking over his shoulder at a woodcock that is flying away.'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2678'],['60.2678'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 14 in x 9 1/2 in; 35.56 cm x 24.13 cm'],"['United States: District of Columbia, Washington']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324981'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-0e40-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24576.jpg,,"['Pets', 'Birds', 'Comic prints', 'Chronology: 1880-1889', 'Hunting']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'District of Columbia', 'Washington']",,,,['America on Stone'],,"['Chromolithograph'] ['chromolithograph'] ['paper (overall material)', 'ink (overall material)']",5,paper
pants,"[327, 593, 502, 814]",38675,0.9211829304695128,archive/cropped_images/image_356_pants_2.jpg,356,Untitled (Hunter and his dog),National Museum of American History,['Colored print of hunter and his dog. The hunter is loading his rifle and looking over his shoulder at a woodcock that is flying away.'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2678'],['60.2678'],['228146'],['chromolithograph'],['Chromolithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 14 in x 9 1/2 in; 35.56 cm x 24.13 cm'],"['United States: District of Columbia, Washington']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324981'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a4-0e40-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24576.jpg,,"['Pets', 'Birds', 'Comic prints', 'Chronology: 1880-1889', 'Hunting']",,,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'District of Columbia', 'Washington']",,,,['America on Stone'],,"['Chromolithograph'] ['chromolithograph'] ['paper (overall material)', 'ink (overall material)']",5,paper
shoe,"[390, 684, 436, 774]",4140,0.9499950408935548,archive/cropped_images/image_363_shoe_0.jpg,363,Beau-Inclin'd,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2320'],['60.2320'],['228146'],['lithograph'],['Lithograph'],"['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']","['image: 12 in x 9 1/2 in; 30.48 cm x 24.13 cm', 'overall: 17 in x 12 1/2 in; 43.18 cm x 31.75 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324656'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2d04-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24786-000001.jpg,"['Peters, Harry T.. America on Stone', 'Welsh, Peter C. and Caroline. The Genteel Female']","['Courtship, love', 'Pets', 'Adornment', 'Walking']",,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This full length hand colored print is of a young woman with a dog, a spaniel, on a ribbon leash. The woman is wearing an ankle length blue dress with a tight bodice, a low neckline and large billowing sleeves. She also wears a large hat with ribbon, a long veil, gloves, a bracelet on each wrist, a medallion on a long chain that is tucked into her sash and high button shoes.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in 1830 Hartford, Connecticut. Before the opening of its first retail store in 1834, D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company it continued to flourish for decades under his younger brothers and other family members.']","['& Access', 'Peters Print']","['Daniel Wright Kellogg', 'Daniel Wright Kellogg']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['D. W. Kellogg & Co', 'D. W. Kellogg & Co']","['Hartford', 'Connecticut', 'United States', 'South', 'Southwest']",['America on Stone'],"['Peters', 'Harry T', 'Peter C', 'Caroline']","['Lithograph'] ['lithograph'] ['hand-colored (image production method/technique)', 'ink (overall material)', 'paper (overall material)']",2,lithograph
dress,"[267, 293, 673, 914]",252126,0.9069915413856506,archive/cropped_images/image_364_dress_0.jpg,364,Abby,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2504'],['60.2504'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/4 in; 29.21 cm x 20.955 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324836'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a537-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20045.jpg,"['Peters, Harry T.. America on Stone']",['Furnishings'],,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This full length hand colored portrait print depicts a young woman with brown hair standing indoors beside a table. Her feathered bonnet and a parasol rest on the table. She wears a blue dress with a ruffled red garment that may be an overdress or a small decorative wrap called a mantelet.', 'This print was produced by the lithographic firm of Kelloggs & Comstock. In 1848, John Chenevard Comstock developed a partnership with E.B. and E.C. Kellogg. In 1850, Edmund Burke Kellogg left the firm, leaving his brother Elijah Chapman Kellogg and J.C. Comstock to run the lithography firm as Kellogg and Comstock. The short-lived partnership disbanded in 1851. It was not until 1855 that Edmund Burke Kellogg rejoined his brother E.C. Kellogg and continued the success of the family’s lithography firm.']","['& Access', 'Peters Print']","['John Cheneva', 'Co', 'Edmund Burke Kellogg', 'Elijah Chapman Kellogg', 'Co', 'Edmund Burke Kellogg', 'E']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['Kelloggs & Comstock', '##mstock', '.', '##mstock', 'Kellogg and Comstock']",,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
neckline,"[403, 291, 475, 312]",1512,0.9167214632034302,archive/cropped_images/image_364_neckline_1.jpg,364,Abby,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2504'],['60.2504'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/4 in; 29.21 cm x 20.955 cm'],"['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324836'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a537-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-20045.jpg,"['Peters, Harry T.. America on Stone']",['Furnishings'],,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This full length hand colored portrait print depicts a young woman with brown hair standing indoors beside a table. Her feathered bonnet and a parasol rest on the table. She wears a blue dress with a ruffled red garment that may be an overdress or a small decorative wrap called a mantelet.', 'This print was produced by the lithographic firm of Kelloggs & Comstock. In 1848, John Chenevard Comstock developed a partnership with E.B. and E.C. Kellogg. In 1850, Edmund Burke Kellogg left the firm, leaving his brother Elijah Chapman Kellogg and J.C. Comstock to run the lithography firm as Kellogg and Comstock. The short-lived partnership disbanded in 1851. It was not until 1855 that Edmund Burke Kellogg rejoined his brother E.C. Kellogg and continued the success of the family’s lithography firm.']","['& Access', 'Peters Print']","['John Cheneva', 'Co', 'Edmund Burke Kellogg', 'Elijah Chapman Kellogg', 'Co', 'Edmund Burke Kellogg', 'E']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['Kelloggs & Comstock', '##mstock', '.', '##mstock', 'Kellogg and Comstock']",,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
neckline,"[313, 254, 438, 336]",10250,0.9316946864128112,archive/cropped_images/image_368_neckline_0.jpg,368,My Playmate,National Museum of American History,['Black and white print of a little girl placing a garland around the neck of a small deer. Wrought iron gothic gate at left.'],"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2461'],['60.2461'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 27 1/2 in x 20 in; 69.85 cm x 50.8 cm', 'overall: 28 1/4 in x 22 1/4 in; 71.755 cm x 56.515 cm']","['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Family & Social Life', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324798'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2a17-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-19624.jpg,"['Peters, Harry T.. America on Stone']",,"['Pets', 'Children', 'Flowers', 'Deer']",,"['& Access', 'Peters Print']",,,['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],,,['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
neckline,"[308, 421, 482, 462]",7134,0.9249992370605468,archive/cropped_images/image_371_neckline_0.jpg,371,Going to Church,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2325'],['60.2325'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm', 'overall: 13 1/4 in x 9 in; 33.655 cm x 22.86 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324661'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a3c7-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24788-000001.jpg,"['Peters, Harry T.. America on Stone']",['Adornment'],,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This three-quarter length hand colored print is of a young woman holding a prayer book with both hands. Her blue dress features large puff sleeves, a red ribbon that reaches from shoulder to shoulder with bows on the bodice and shoulders. She also wears a red hat with a long veil flowing behind her medium length brown curls, a necklace with an amulet around her neck, and beads on her forehead.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in 1830 Hartford, Connecticut. Before the opening of its first retail store in 1834, D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company it continued to flourish for decades under his younger brothers and other family members.']","['& Access', 'Peters Print']","['Daniel Wright Kellogg', 'Daniel Wright Kellogg']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['D. W. Kellogg & Co', 'D. W. Kellogg & Co']","['Hartford', 'Connecticut', 'United States', 'South', 'Southwest']",['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
hat,"[284, 175, 481, 307]",26004,0.973327338695526,archive/cropped_images/image_371_hat_1.jpg,371,Going to Church,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2325'],['60.2325'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']","['image: 12 in x 8 1/2 in; 30.48 cm x 21.59 cm', 'overall: 13 1/4 in x 9 in; 33.655 cm x 22.86 cm']","['United States: Connecticut, Hartford']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324661'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-a3c7-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24788-000001.jpg,"['Peters, Harry T.. America on Stone']",['Adornment'],,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', 'This three-quarter length hand colored print is of a young woman holding a prayer book with both hands. Her blue dress features large puff sleeves, a red ribbon that reaches from shoulder to shoulder with bows on the bodice and shoulders. She also wears a red hat with a long veil flowing behind her medium length brown curls, a necklace with an amulet around her neck, and beads on her forehead.', 'This print was produced by the lithographic firm of D.W. Kellogg & Co. Daniel Wright Kellogg (1807-1874) founded the company in 1830 Hartford, Connecticut. Before the opening of its first retail store in 1834, D.W. Kellogg & Co. lithography firm was well established and popular in United States, particularly in the South and the Southwest. As the founding member of the family company, Daniel Wright Kellogg established the initial growth and popularity of the firm. After he left the company it continued to flourish for decades under his younger brothers and other family members.']","['& Access', 'Peters Print']","['Daniel Wright Kellogg', 'Daniel Wright Kellogg']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'Connecticut', 'Hartford']",['America'],"['D. W. Kellogg & Co', 'D. W. Kellogg & Co']","['Hartford', 'Connecticut', 'United States', 'South', 'Southwest']",['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[580, 351, 642, 536]",11470,0.9894235730171204,archive/cropped_images/image_372_sleeve_0.jpg,372,"Joseph the Prophet Addressing the Lamanites by Edward Williams Clay and Henry R. Robinson, 1844",National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.3141'],['60.3141'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 10 in x 8 in; 25.4 cm x 20.32 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Religion', 'Art', 'Peters Prints', 'Domestic Furnishings', 'Morality & Religious Prints']",['nmah_325400'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-2ccc-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-25080.jpg,,"['Chronology: 1840-1849', 'Costume']","['Indians', 'Native Americans', 'Latter Day Saint churches']","['This color print is a full-length portrait of Joseph Smith (1805-1844) , standing in the woods preaching to a group of Native American Indians. Smith was the founder of The Church of Jesus Christ of Latter-day Saints (often referred to as Mormon Church) and translator ofThe Book of Mormonwhich he holds in his left hand. Joseph Smith believed that Native American Indians were descended from the Nephite and Lamanite peoples, whose stories are told in The Book of Mormon. There is little evidence that Smith himself preached to Native American tribes, however others did at his behest until government officials pushed missionaries off reservation land. Before Smith’s martyrdom and the subsequent migration of the Mormon peoples to Utah, Smith attempted unsuccessfully to obtain legal government licenses to shareThe Book of Mormonwith Native American tribes forcefully removed to western territories.', 'This print was produced by Edward Williams Clay and Henry R. Robinson. Edward Williams Clay (1799-1857) was an American painter, illustrator, and printmaker born in Philadelphia. He attended law school but left the legal field to become an engraver. In the late 1820s, he worked on a series of stereotypical racist prints entitled Life in Philadelphia depicting African American life. He also created portraits and sheet music covers, but after 1831 he specialized in political cartoons. He moved from Philadelphia to New York City in 1837 and often worked with Henry R. Robinson. Failing eyesight eventually led Clay to give up art, and he again relocated, this time to Delaware, where he worked as a court clerk. He died of tuberculosis in New York in 1857.', 'Henry R. Robinson was a caricaturist and lithographer active in New York City from about 1831-1851. He was listed as a carver and gilder from 1833-34, as a caricaturist from 1836-43 and as a lithographer and print publisher from 1843-51. In 1842 he was arrested for selling obscene pictures and books in his print and book shop. He was politically affiliated with the anti-Jackson Whig party which was made obvious by the wig silhouette used in 1838 as an advertising logo for his shop.']",['Peters Print'],"['Joseph Smith', 'Smith', 'Joseph Smith', 'Smith', 'Smith', 'Smith', 'Edward Williams Clay', 'Henry R. Robinson', 'Edward Williams Clay', 'Henry R. Robinson', 'Clay', 'Henry R. Robinson']","['Native American Indians', 'Book of Mormon', 'Native American Indians', 'Lamanite', 'The Book of Mormon', 'Native American', 'Mormon', 'Book of Mormon', 'Native American', 'American', 'Life in', 'African American', 'anti']",['Harry T. Peters'],"['United States', 'New York', 'New York City']",,"['The Church of Jesus Christ of Latter - day Saints', 'Mormon Church']","['Utah', 'Philadelphia', 'Philadelphia', 'New York City', 'Delaware', 'New York', 'New York City']",['America on Stone'],,"['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
neckline,"[341, 341, 510, 414]",12337,0.9484965801239014,archive/cropped_images/image_376_neckline_0.jpg,376,Sarah Ann,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2492'],['60.2492'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324827'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9f61-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24921-000001.jpg,"['Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Furnishings', 'Uniforms, Military', 'Marriage', 'Mexican War']",,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', ""This three-quarter length colored portrait is of a young woman holding a portrait of a man. The black and white scenes in each corner of the print depict the woman’s marriage, her husband's departure for service, a battle scene and the husbands return to his wife. The woman is seated in a simple upholstered chair in front of a window with drapery in the background. The woman wears a pink dress with a brooch."", 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']","['& Access', 'Peters Print']","['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],"['Currier & Ives', 'Currier & Ives']",['New York'],['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
sleeve,"[206, 361, 350, 619]",37152,0.9910495281219482,archive/cropped_images/image_376_sleeve_1.jpg,376,Sarah Ann,National Museum of American History,,"['Harry T. Peters ""America on Stone"" Lithography Collection']",['DL.60.2492'],['60.2492'],['228146'],['lithograph'],['Lithograph'],"['paper (overall material)', 'ink (overall material)']",['image: 11 1/2 in x 8 1/2 in; 29.21 cm x 21.59 cm'],"['United States: New York, New York City']","['Home and Community Life: Domestic Life', 'Clothing & Accessories', 'Art', 'Peters Prints', 'Domestic Furnishings']",['nmah_324827'],['CC0'],['https://n2t.net/ark:/65665/ng49ca746a1-9f61-704b-e053-15f76fa0b4fa'],https://ids.si.edu/ids/deliveryService?max_w=800&id=NMAH-2003-24921-000001.jpg,"['Peters, Harry T.. America on Stone']","['Chronology: 1840-1849', 'Furnishings', 'Uniforms, Military', 'Marriage', 'Mexican War']",,"['Sentimental genre prints documented the social image of Victorian virtue through domestic scenes of courtship, family, home life, and images of the “genteel female.” Children are depicted studying nature or caring for their obedient pets as they learn their place in the greater world. Romantic scenes picture devoted husbands with their contented, dutiful wives. In these prints, young women educated in reading, music, needlework, the arts, the language of flowers, basic math and science are subjugated to their family’s needs.', 'These prints became popular as lithography was introduced to 19th Century Americans. As a new art form, it was affordable for the masses and provided a means to share visual information by crossing the barriers of race, class and language. Sentimental prints encouraged the artistic endeavors of schoolgirls and promoted the ambitions of amateur artists, while serving as both moral instruction and home or business decoration. They are a pictorial record of our romanticized past.', ""This three-quarter length colored portrait is of a young woman holding a portrait of a man. The black and white scenes in each corner of the print depict the woman’s marriage, her husband's departure for service, a battle scene and the husbands return to his wife. The woman is seated in a simple upholstered chair in front of a window with drapery in the background. The woman wears a pink dress with a brooch."", 'This print was produced by James S Baillie, was active in New York from 1838 to 1855. James Baillie started as a framer in 1838, and then became an artist and lithographer in 1843 or 1844. He discovered how to color lithographs while working as an independent contractor for Currier & Ives in the mid 1840’s. A prolific lithographer and colorist for Currier & Ives; his prints were extremely popular with a wide distribution. J. Baillie spent his later years concentrating on painting instead of lithography.']","['& Access', 'Peters Print']","['James S Baillie', 'James Baillie', 'J', 'Baillie']","['Victorian', 'Century Americans']",['Harry T. Peters'],"['United States', 'New York', 'New York City']",['America'],"['Currier & Ives', 'Currier & Ives']",['New York'],['America on Stone'],"['Peters', 'Harry T']","['Lithograph'] ['lithograph'] ['paper (overall material)', 'ink (overall material)']",0,lithograph
